City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,turtas,58.9417,69.1325,0.4,98,95,4.68,RU,1712096349
364,mengyin,35.7069,117.9264,13.74,86,100,3.68,CN,1712096349
365,baise city,23.8997,106.6133,26.86,99,3,0.26,CN,1712096350
366,port saint john's,-31.6229,29.5448,21.7,78,100,3.23,ZA,1712096189
367,mangrol,21.1167,70.1167,24.62,76,100,4.17,IN,1712096350
368,sisimiut,66.9395,-53.6735,-3.04,79,93,2.53,GL,1712096351
369,betio village,1.358,172.9211,29.02,78,72,3.73,KI,1712096351
370,tarakan,3.3,117.6333,26.05,80,11,0.4,ID,1712096168
371,kabare,-2.4683,28.8242,16.66,96,95,0.64,CD,1712096351
372,daru,-9.0763,143.2092,27.33,85,80,0.87,PG,1712096351
373,karkira,36.9292,6.5856,13.13,69,47,2.03,DZ,1712096352
374,aldama,22.9167,-98.0667,36.39,20,59,10.57,MX,1712096352
375,swakopmund,-22.6833,14.5333,15.55,88,0,1.55,NA,1712096352
376,thames,-37.1333,175.5333,19.03,55,4,0.29,NZ,1712096352
377,xining,36.6167,101.7667,3.47,77,100,0.58,CN,1712096352
378,hutchinson,38.0608,-97.9298,16.97,31,20,9.77,US,1712096081
379,las tablas,7.7667,-80.2833,31.76,99,27,5.28,PA,1712096353
380,suva,-18.1416,178.4415,29.71,74,75,6.17,FJ,1712096353
381,sorong,-0.8833,131.25,26.67,85,91,3.91,ID,1712096315
382,pogar,52.554,33.2591,12.0,68,95,7.35,RU,1712096354
383,puerto lempira,15.2667,-83.7667,30.88,56,70,5.71,HN,1712096144
384,opuwo,-18.0607,13.84,20.85,59,41,1.42,NA,1712096354
385,alice springs,-23.7,133.8833,17.9,49,0,2.57,AU,1712096145
386,ribeira grande,38.5167,-28.7,16.08,79,100,12.4,PT,1712096355
387,lata,40.1629,-8.3327,10.59,98,16,1.96,PT,1712096355
388,serhiyivka,46.0272,30.3768,11.97,59,85,6.81,UA,1712096356
389,cole harbour,44.6724,-63.4751,6.71,66,91,2.68,CA,1712096356
390,bel ombre,-4.6167,55.4167,26.91,83,20,1.03,SC,1712096356
391,kudahuvadhoo,2.6708,72.8944,28.38,71,100,0.98,MV,1712096356
392,sao bento,-6.2833,-37.75,26.79,67,100,1.8,BR,1712096357
393,jutai,-5.1833,-68.9,29.33,71,74,0.44,BR,1712096240
394,cihanbeyli,38.6607,32.9244,18.02,30,100,3.42,TR,1712096357
395,porto murtinho,-21.6989,-57.8825,30.46,57,83,2.56,BR,1712096114
396,jiayuguan,39.8167,98.3,7.25,44,99,3.8,CN,1712096357
397,beighton,53.3333,-1.3333,9.99,75,100,3.99,GB,1712096358
398,kasongo-lunda,-6.4667,16.8167,21.7,93,100,0.47,CD,1712096358
399,fukuecho,32.6881,128.8419,18.56,98,100,8.97,JP,1712096190
400,caleta de carquin,-11.0925,-77.6267,23.36,77,25,4.18,PE,1712096236
401,thala,35.5724,8.6703,12.41,47,1,3.52,TN,1712096359
402,freetown,8.484,-13.2299,26.05,75,82,3.53,SL,1712096154
403,bamboo flat,11.7,92.7167,25.05,88,33,1.03,IN,1712096359
404,zyrya,40.3661,50.2917,10.05,78,4,4.77,AZ,1712096359
405,ulanhot,46.0833,122.0833,-0.45,39,1,3.96,CN,1712096191
406,dauphin,51.1494,-100.0502,5.08,60,0,2.06,CA,1712096360
407,monrovia,6.3005,-10.7969,27.87,89,51,3.51,LR,1712096360
408,nadi,-17.8,177.4167,31.0,62,75,0.0,FJ,1712096233
409,westport,41.1415,-73.3579,7.9,89,100,8.23,US,1712096319
410,saldanha,-33.0117,17.9442,15.58,84,100,6.65,ZA,1712096119
411,dadhar,29.4753,67.6514,26.3,19,47,4.15,PK,1712096361
412,kavieng,-2.5744,150.7967,28.58,76,100,4.91,PG,1712096163
413,san martin,-33.081,-68.4681,25.3,30,94,0.45,AR,1712096362
414,veshenskaya,49.6303,41.7334,18.39,56,100,4.92,RU,1712096362
415,the pas,53.8251,-101.2541,8.01,42,0,2.57,CA,1712096362
416,quang ngai,15.1167,108.8,24.32,87,0,2.12,VN,1712096362
417,thai nguyen,21.5928,105.8442,25.88,87,68,1.84,VN,1712096363
418,sagua de tanamo,20.5819,-75.2414,28.17,59,88,2.33,CU,1712096363
419,san mariano,7.5,126.0,20.62,92,39,1.25,PH,1712096363
420,arica,-18.475,-70.3042,24.75,74,88,1.91,CL,1712096287
421,flying fish cove,-10.4217,105.6791,26.82,89,100,4.12,CX,1712096121
422,port lincoln,-34.7333,135.8667,15.44,76,96,2.57,AU,1712096149
423,kavaratti,10.5669,72.642,28.45,74,83,2.66,IN,1712096364
424,sigli,5.3848,95.9609,27.03,82,66,1.66,ID,1712096364
425,kardla,58.9978,22.7492,0.59,97,100,11.7,EE,1712096364
426,rada tilly,-45.9333,-67.5333,8.27,87,75,5.66,AR,1712096365
427,alekseyevskoye,55.3071,50.1135,7.71,82,93,5.8,RU,1712096365
428,las heras,-46.5419,-68.9359,8.71,65,100,5.93,AR,1712096365
429,sanya,18.2431,109.505,28.09,78,40,3.0,CN,1712096365
430,namibe,-15.1961,12.1522,23.44,77,35,3.2,AO,1712096366
431,fort mcmurray,56.7268,-111.381,15.77,38,100,1.54,CA,1712096366
432,miandrivazo,-19.5167,45.4667,26.19,73,91,1.69,MG,1712096366
433,pimentel,-6.8367,-79.9342,27.16,54,0,9.26,PE,1712096366
434,ghadamis,30.1337,9.5007,22.35,31,55,9.2,LY,1712096366
435,kashary,49.04,41.0056,15.01,65,100,6.62,RU,1712096367
436,novyy urengoy,66.0833,76.6333,-2.13,96,100,8.66,RU,1712096195
437,angahuan,19.55,-102.1833,18.33,30,97,3.65,MX,1712096367
438,las palmas,28.4204,-14.0131,18.44,68,0,5.14,ES,1712096367
439,puryong,42.0606,129.7117,6.08,60,93,1.8,KP,1712096368
440,didwana,27.4,74.5667,23.03,19,71,4.11,IN,1712096368
441,purpe,64.4803,76.6897,-0.85,96,100,12.24,RU,1712096368
442,yamagata,38.2406,140.3633,5.72,63,80,0.26,JP,1712096167
443,porto novo,6.4965,2.6036,28.15,82,90,3.62,BJ,1712096177
444,margate,51.3813,1.3862,10.39,93,100,3.58,GB,1712096339
445,ketchikan,55.3422,-131.6461,6.26,81,100,6.69,US,1712096369
446,severo-yeniseyskiy,60.3725,93.0408,-6.9,96,99,1.79,RU,1712096213
447,vuktyl,63.8567,57.3094,-7.16,91,97,4.02,RU,1712096369
448,mananjary,-21.2167,48.3333,23.52,91,100,1.72,MG,1712096370
449,puerto ayacucho,5.6639,-67.6236,32.6,51,77,1.61,VE,1712096370
450,woolgoolga,-30.1106,153.2007,22.93,75,40,5.81,AU,1712096370
451,mata-utu,-13.2816,-176.1745,29.72,78,93,8.45,WF,1712096370
452,cidreira,-30.1811,-50.2056,21.68,82,99,3.54,BR,1712096206
453,warrnambool,-38.3833,142.4833,13.75,82,88,4.59,AU,1712096371
454,homer,59.6425,-151.5483,-0.06,73,75,3.6,US,1712096319
455,rukungiri,-0.8411,29.9419,15.7,99,84,0.68,UG,1712096371
456,yuzhno-kurilsk,44.0306,145.8556,-2.01,88,6,2.45,RU,1712096154
457,barsinghausen,52.3105,9.4561,10.85,89,75,5.66,DE,1712096371
458,qarchi gak,37.04,66.7889,12.81,58,95,4.61,AF,1712096372
459,polyarnyy,69.1989,33.4478,-18.05,98,26,3.38,RU,1712096163
460,hotan,37.0997,79.9269,9.54,25,35,2.3,CN,1712096372
461,port augusta,-32.5,137.7667,15.57,64,76,2.33,AU,1712096373
462,tinajo,29.0788,-13.7081,18.49,72,20,4.12,ES,1712096373
463,mandalgovi,45.7625,106.2708,-1.47,41,98,4.36,MN,1712096373
464,praia da vitoria,38.7333,-27.0667,17.09,91,76,8.24,PT,1712096187
465,salinopolis,-0.6136,-47.3561,26.99,85,98,3.62,BR,1712096373
466,plouzane,48.3833,-4.6167,12.1,94,100,8.75,FR,1712096374
467,kayangel,8.0823,134.7173,27.83,80,72,10.53,PW,1712096374
468,bardai,11.65,7.2333,28.97,15,31,3.01,NG,1712096374
469,richards bay,-28.783,32.0377,21.6,91,2,1.7,ZA,1712096142
470,entre rios,-11.9419,-38.0844,25.65,82,59,2.38,BR,1712096375
471,vila velha,-20.3297,-40.2925,27.97,83,0,2.57,BR,1712096144
472,puerto san jose,13.9256,-90.8244,30.96,60,1,5.67,GT,1712096355
473,manavalakurichi,8.1333,77.3,27.54,83,100,0.9,IN,1712096375
474,ola,59.5833,151.2833,-9.21,72,1,3.51,RU,1712096375
475,ponta delgada,37.7333,-25.6667,18.44,88,40,10.8,PT,1712096229
476,usogorsk,63.4106,48.6872,-10.74,96,82,2.4,RU,1712096376
477,islamorada,24.9243,-80.6278,27.78,87,79,5.03,US,1712096106
478,la ronge,55.1001,-105.2842,4.4,82,68,3.21,CA,1712096193
479,kencong,-8.2833,113.3667,24.62,93,37,1.19,ID,1712096376
480,nar'yan-mar,67.6713,53.087,-19.94,93,5,3.58,RU,1712096376
481,madalena,41.2162,-8.3345,14.06,97,54,2.05,PT,1712096377
482,kananga,-5.8958,22.4178,19.69,96,68,1.27,CD,1712096377
483,paulden,34.8856,-112.4682,19.69,31,4,1.79,US,1712096114
484,estacion coahuila,32.1939,-115.0017,27.16,13,0,5.14,MX,1712096377
485,dalbandin,28.8947,64.4101,19.19,21,42,2.94,PK,1712096378
486,emerald,-23.5333,148.1667,24.08,77,0,3.53,AU,1712096378
487,melfort,52.8667,-104.6177,8.13,48,30,3.19,CA,1712096185
488,tocopilla,-22.092,-70.1979,20.84,75,6,0.82,CL,1712096378
489,bealanana,-14.55,48.7333,19.24,99,100,1.43,MG,1712096378
490,virginia,37.5481,-77.4467,22.09,73,100,2.06,US,1712096124
491,karratha,-20.7377,116.8463,31.12,35,58,8.48,AU,1712096379
492,richmond,37.5538,-77.4603,22.03,74,100,2.06,US,1712095935
493,lospalos,-8.5186,127.0025,23.07,89,100,0.22,TL,1712096379
494,broome,42.2506,-75.833,6.59,94,100,8.75,US,1712096379
495,toliara,-23.35,43.6667,26.37,64,14,6.22,MG,1712096158
496,arbroath,56.5632,-2.5874,6.99,98,100,6.63,GB,1712096380
497,quepos,9.4236,-84.1652,29.89,64,13,2.63,CR,1712096380
498,belmonte,-15.8631,-38.8828,26.74,86,100,1.93,BR,1712096380
499,kotlas,61.2611,46.6556,0.03,89,100,3.13,RU,1712096381
500,dahlonega,34.5326,-83.9849,25.1,66,90,4.67,US,1712096381
501,cambria,35.5641,-121.0808,25.69,75,0,1.79,US,1712096340
502,kapa'a,22.0752,-159.319,26.99,68,75,7.72,US,1712096381
503,dykan'ka,49.825,34.5279,13.69,70,94,4.16,UA,1712096382
504,black point,-34.6187,137.8972,16.12,68,92,2.25,AU,1712096382
505,namtsy,62.7161,129.6658,-13.15,95,71,2.71,RU,1712096383
506,port douglas,-16.4833,145.4667,25.77,85,86,4.69,AU,1712096383
507,aswan,24.0934,32.907,26.89,28,1,3.06,EG,1712096383
508,yamada,39.4667,141.95,7.06,56,53,1.02,JP,1712096383
509,takoradi,4.8845,-1.7554,27.96,86,90,2.5,GH,1712096384
510,okakarara,-20.5833,17.4333,19.19,74,98,1.24,NA,1712096384
511,aljustrel,37.8776,-8.1652,13.93,92,93,3.51,PT,1712096384
512,kuytun,54.3419,101.5036,-6.58,84,99,3.5,RU,1712096384
513,zabaykal'sk,49.6333,117.3167,-6.86,71,69,7.69,RU,1712096384
514,sapele,5.8941,5.6767,25.23,85,100,2.15,NG,1712096385
515,deming,32.2687,-107.7586,15.94,36,0,8.23,US,1712096385
516,asekeyevo,53.5742,52.7972,3.21,84,23,3.34,RU,1712096385
517,kibre mengist,5.8833,38.9833,16.34,98,100,1.16,ET,1712096385
518,gulf shores,30.246,-87.7008,24.76,79,100,4.63,US,1712096386
519,okhotsk,59.3833,143.3,-8.91,71,9,7.1,RU,1712096386
520,formosa do rio preto,-11.0483,-45.1931,25.83,73,99,0.77,BR,1712096386
521,kargasok,59.0556,80.8572,0.54,100,100,1.79,RU,1712096386
